agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
3100,26,Yes,San Diego,Hispanic or Latino,Guatemala,Below average,Lived with parents,High school,Eric,Associate/junior college,Not Hispanic,Vasquez,Never married,No active duty,Less than high school,Yes,Not very strong democrat,"Moderate, middle of the road",White,None,None,Pacific,Same city,Male,Yes,CA,1234 Pine Street,"Less than $5,000",A U.S. citizen,In school
1221,28,Yes,Portland,White,England & Wales,Below average,Lived with parents,High school,Andrew,Associate/junior college,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,White,None,Protestant,Pacific,"Same state, different city",Male,No,OR,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Working full time
1535,28,Yes,Des Moines,White,England & Wales,Below average,Lived with parents,High school,Ashley,Associate/junior college,Not Hispanic,Williams,Never married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,Catholic,Catholic,West North Central,"Same state, different city",Female,Yes,IA,3425 Hawthorne Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
1989,28,Yes,Cleveland,Black or African American,American Indian,Below average,Lived with parents,High school,Nyla,Associate/junior college,Not Hispanic,Williams,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,None,Protestant,East North Central,"Same state, different city",Female,No,OH,215 Pine Street,"$20,000 to $40,000",A U.S. citizen,Working full time
0740,29,Yes,Boise,White,England & Wales,Average,Lived with parents,High school,Whitney,Associate/junior college,Not Hispanic,Bennett,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,White,Protestant,Protestant,Mountain,Same city,Female,No,ID,456 Highland Ave,"$40,000 to $75,000",A U.S. citizen,Keeping house
0948,29,Yes,Raleigh,White,Ireland,Average,Lived with parents,High school,Patrick,Associate/junior college,Not Hispanic,Collins,Married,No active duty,Graduate,Yes,"Independent, close to democrat","Moderate, middle of the road",White,None,Catholic,South Atlantic,Same city,Male,No,NC,1234 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
1262,29,Yes,Austin,Hispanic or Latino,Mexico,Below average,Lived with parents,High school,Esmeralda,Associate/junior college,Not Hispanic,Gonzalez,Married,"Yes, more than 4 years",Less than high school,Yes,Not very strong democrat,Slightly liberal,White,Catholic,Catholic,West South Central,Same city,Female,No,TX,123 Oakwood Lane,"$20,000 to $40,000",A U.S. citizen,Working full time
1541,29,Yes,Charleston,Black or African American,Other Caribbean,Average,"Divorce, separated",High school,Keith,Associate/junior college,Not Hispanic,Hernandez,Married,"Yes, less than 2 years",Bachelor's,Yes,Not very strong republican,"Moderate, middle of the road",Black,Protestant,Catholic,South Atlantic,Same city,Male,No,SC,123 Oakwood Avenue,"$5,000 to $20,000",A U.S. citizen,Working part time
2582,29,Yes,Houston,Hispanic or Latino,Mexico,Far above average,"Divorce, separated",High school,Maria,Associate/junior college,Not Hispanic,Santiago,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Christian,Christian,West South Central,Same city,Female,Yes,TX,1250 Westheimer Road,"$75,000 to $100,000",A U.S. citizen,Working part time
1270,30,Yes,Charleston,White,Ireland,Above average,"Other (left home before 16, e.g., for school)",High school,Megan,Associate/junior college,Not Hispanic,O'Connor,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,None,South Atlantic,"Same state, different city",Female,No,SC,123 Elmwood Lane,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1691,30,Yes,Chicago,Hispanic or Latino,Mexico,Far below average,Lived with parents,High school,Gabriel,Associate/junior college,Not Hispanic,Martinez,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Catholic,East North Central,Same city,Male,Yes,IL,123 Lake Shore Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
2749,30,Yes,Portland,White,Ireland,Below average,Lived with parents,High school,Ryan,Associate/junior college,Not Hispanic,O'Connor,Never married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,White,None,Catholic,New England,Different state,Male,No,ME,45 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
0883,31,Yes,Des Moines,White,Germany,Below average,Lived with parents,High school,James,Associate/junior college,Not Hispanic,Beck,Widowed,No active duty,Bachelor's,Yes,"Independent, close to republican",Conservative,White,Protestant,Catholic,West North Central,"Same state, different city",Male,No,IA,742 Evergreen Terrace,"$20,000 to $40,000",A U.S. citizen,Working full time
2009,31,Yes,Little Rock,Black or African American,Spain,Far below average,Lived with parents,High school,Leslie,Associate/junior college,Not Hispanic,Robinson,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,None,Protestant,West South Central,"Same state, different city",Female,No,AR,123 Elm Street,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
2315,31,No,Miami,Hispanic or Latino,Puerto Rico,Average,"Other (left home before 16, e.g., for school)",High school,Lorena,Associate/junior college,Not Hispanic,Garcia,Married,No active duty,Associate/junior college,Yes,"Independent, close to democrat",Slightly liberal,Other,Protestant,Protestant,Foreign,Different state,Female,Yes,FL,1234 Coral Way,"$20,000 to $40,000",A U.S. citizen,In school
0049,32,Yes,Bozeman,White,Netherlands,Below average,Parent died,High school,Lauren,Associate/junior college,Not Hispanic,Swanson,Divorced,"Yes, more than 4 years",High school,Yes,"Independent, close to democrat",Slightly liberal,White,None,Protestant,Mountain,Same city,Female,No,MT,123 Aspen Grove Lane,"$5,000 to $20,000",A U.S. citizen,Working full time
0639,32,Yes,Madison,White,Scotland,Above average,Lived with parents,High school,Bruce,Associate/junior college,Not Hispanic,Miller,Divorced,No active duty,Bachelor's,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Other,None,East North Central,Different state,Male,Yes,WI,123 Elm Street,"Less than $5,000",A U.S. citizen,Working part time
0809,32,Yes,San Diego,Hispanic or Latino,Mexico,Average,"Divorce, separated",High school,Miguel,Associate/junior college,Not Hispanic,Lopez,Married,No active duty,High school,Yes,Not very strong republican,"Moderate, middle of the road",Other,Catholic,Catholic,Pacific,Same city,Male,No,CA,1234 Ocean Breeze Blvd,"$40,000 to $75,000",A U.S. citizen,Working full time
2782,32,Yes,Portland,White,Other North America,Below average,Lived with parents,High school,Brian,Associate/junior college,Not Hispanic,Garcia,Never married,No active duty,Associate/junior college,Yes,"Independent, close to democrat",Slightly liberal,White,None,None,New England,Same city,Male,Yes,ME,45 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
1763,33,Yes,Portsmouth,White,Italy,Above average,Lived with parents,High school,Sierra,Associate/junior college,Not Hispanic,Mendoza,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Catholic,New England,"Same state, different city",Female,No,NH,15 Elm Street,"$75,000 to $100,000",A U.S. citizen,Keeping house
1787,33,Yes,Des Moines,Black or African American,American only,Average,"Divorce, separated",High school,Darren,Associate/junior college,Not Hispanic,Williams,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Extremely liberal,Black,None,Muslim/Islam,West North Central,Same city,Male,No,IA,1234 Elm Grove Ave,"Less than $5,000",A U.S. citizen,Working full time
1805,33,Yes,Des Moines,White,Germany,Average,Lived with parents,High school,Kevin,Associate/junior college,Not Hispanic,Hoffman,Married,No active duty,Associate/junior college,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West North Central,Same city,Male,No,IA,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
2152,33,Yes,Madison,White,Other North America,Average,Lived with parents,High school,Laura,Associate/junior college,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,White,None,Christian,East North Central,Same city,Female,No,WI,1425 Maple Avenue,"Less than $5,000",A U.S. citizen,Keeping house
2633,33,Yes,Charlotte,Black or African American,American only,Average,"Divorce, separated",High school,Tammy,Associate/junior college,Not Hispanic,Morgan,Married,No active duty,Graduate,Yes,"Independent (neither, no response)",Slightly conservative,Black,Protestant,Protestant,South Atlantic,Same city,Female,No,NC,123 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,In school
3431,33,Yes,Eugene,White,Spain,Average,Lived with parents,High school,Matthew,Associate/junior college,Not Hispanic,Bradford,Married,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,None,Protestant,Pacific,"Same state, different city",Male,Yes,OR,1234 Elmwood Ave,"$40,000 to $75,000",A U.S. citizen,Working full time
0029,34,Yes,Raleigh,Black or African American,American Indian,Average,Lived with parents,High school,Latoya,Associate/junior college,Not Hispanic,Wilson,Never married,No active duty,Graduate,Yes,"Independent, close to democrat","Moderate, middle of the road",Black,Christian,Catholic,Foreign,Different state,Female,No,NC,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0252,34,Yes,Charlotte,Black or African American,Other North America,Far above average,Institution,High school,Angela,Associate/junior college,Not Hispanic,Johnson,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,"Same state, different city",Female,Yes,NC,123 Elmwood Avenue,"$100,000 to $150,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1403,34,Yes,Little Rock,Hispanic or Latino,Mexico,Far below average,Lived with parents,High school,Rosa,Associate/junior college,Not Hispanic,Diaz,Never married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Conservative,White,Catholic,Catholic,West South Central,"Same state, different city",Female,No,AR,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1645,34,Yes,Columbus,White,England & Wales,Average,Lived with parents,High school,Martha,Associate/junior college,Not Hispanic,Anderson,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,None,East North Central,Same city,Female,No,OH,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2045,34,No,Atlanta,Black or African American,Other Africa,Average,Lived with parents,High school,Gabriella,Associate/junior college,Not Hispanic,Maya,Married,No active duty,High school,Yes,"Independent (neither, no response)",Conservative,Black,Catholic,Catholic,Foreign,Different state,Female,Yes,GA,742 Evergreen Terrace,"$20,000 to $40,000",Not a U.S. citizen,Working full time
2140,34,Yes,Sacramento,Hispanic or Latino,Mexico,Average,Lived with parents,High school,Carlos,Associate/junior college,Not Hispanic,Rivera,Divorced,No active duty,High school,Yes,Not very strong republican,Slightly conservative,Other,Catholic,Catholic,Pacific,Same city,Male,Yes,CA,1234 Elmwood Ave,"$5,000 to $20,000",A U.S. citizen,Working full time
2667,34,Yes,Atlanta,Black or African American,Other Africa,Below average,Lived with parents,High school,Jessica,Associate/junior college,Not Hispanic,Gonzalez,Never married,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,Protestant,Other,South Atlantic,Same city,Female,No,GA,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
2848,34,Yes,San Diego,White,Mexico,Average,Lived with parents,High school,Evan,Associate/junior college,Not Hispanic,Flores,Married,"Yes, more than 4 years",High school,Yes,Other party,"Moderate, middle of the road",White,Other,Catholic,Pacific,Different state,Male,Yes,CA,1234 Ocean View Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
2937,34,Yes,Madison,White,Scotland,Far below average,Lived with parents,High school,Andrew,Associate/junior college,Not Hispanic,McCoy,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Other,Protestant,East North Central,Different state,Male,No,WI,1234 Elmwood Ave,"Less than $5,000",A U.S. citizen,Keeping house
3166,34,No,Dallas,Hispanic or Latino,Mexico,Below average,Lived with parents,High school,Jose,Associate/junior college,Not Hispanic,Gutierrez,Married,No active duty,Associate/junior college,No,Strong republican,Conservative,White,Protestant,Protestant,West South Central,Same city,Male,Yes,TX,123 Elm St,"$5,000 to $20,000",A U.S. citizen,Keeping house
0020,35,Yes,Raleigh,White,England & Wales,Average,"Divorce, separated",High school,Constance,Associate/junior college,Not Hispanic,Moore,Divorced,No active duty,Associate/junior college,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,South Atlantic,Same city,Female,No,NC,123 Oak Street,"$20,000 to $40,000",A U.S. citizen,Keeping house
